,Title,Date,Time,Score,Number of Comments
589,Protesters in Texas seek release of Trump tax returns,2017-04-16,23:06:44,49,1
590,Thousands march across the country calling for Trump to release his tax returns,2017-04-16,02:28:03,2101,148
591,Swing state resistance: Sen. Sherrod Brown blows past fundraising records in Ohio,2017-04-16,23:07:06,48,14
592,Trumps Pick For Army Secretary Has A Troubling History Of Anti-Muslim Remarks,2017-04-16,06:28:57,974,60
593,Why are Democrats writing off winnable elections?,2017-04-16,20:18:21,80,18
594,How Trump borrows from Putins dirty tricks playbook,2017-04-17,00:15:33,38,1
595,Elizabeth Warren Says Mitch McConnell Wont Even Say Hello To Her,2017-04-16,01:28:19,2466,185
596,Worldview: Foreign policy suffers because Trump spreads fake facts,2017-04-16,11:57:23,340,7
597,Georgia Democrats See Chance To Send A Message With Special Election Upset,2017-04-16,16:32:32,144,12
598,Trump asks why people are still talking about his taxes a day after protesters asked for his returns,2017-04-16,20:11:12,71,11
599,DeVos Pick to Head Civil Rights Office Once Said She Faced Discrimination for Being White,2017-04-16,14:40:35,203,9
600,Racism motivated Trump voters more than authoritarianism or income inequality,2017-04-17,14:17:04,9562,2228
601,Majority in US No Longer Thinks Trump Keeps His Promises,2017-04-17,14:31:47,4132,245
602,Why cant Team Trump remember meetings with Russians?,2017-04-17,14:43:22,1200,87
603,Trump Voters in a Swing District Wonder When the Winning Will Start,2017-04-17,15:00:11,875,152
604,Democrats welcome Bernie takeover,2017-04-17,14:08:29,840,322
605,"EPA Employee Denounces Pruitt, Trump in Fiery Resignation Letter",2017-04-17,05:34:51,4086,169
606,Viral fundraising catapults Democrat Kathryn Allen over Rep. Jason Chaffetz,2017-04-17,01:11:50,16494,877
607,"Nashville attorney, Iraq War vet announces Democratic run for Corkers Senate seat",2017-04-17,05:26:08,3114,164
608,100 Days of Horror,2017-04-17,15:04:36,475,45
609,Records show ex-Trump campaign chief Paul Manaforts firm received payout from Ukraine ledger under investgation,2017-04-17,13:14:02,659,19
610,Like a slow death: families fear pesticide poisoning after Trump reverses ban,2017-04-17,16:00:31,377,15
611,"Donald Trump borrowed money from Russia in 2008, claims ex-MI6 boss",2017-04-16,23:21:36,23039,1263
612,The number of Americans who think Trump keeps his promises is plummeting,2017-04-17,16:39:18,297,28
613,The 2020 Trump campaign is spending big at trumps businesses,2017-04-17,14:13:51,416,23
614,Thousands turn out at rallies demanding Trump release tax returns,2017-04-17,07:24:22,1285,77
615,"Giving lobbyists expansive power, Trump tries filling the swamp",2017-04-17,16:09:35,252,14
616,A Jewish Coup? Thats How Alt-Right Explains Away Trump Flip-Flops And Bombings,2017-04-17,03:51:44,2385,386
617,Poll: Majority no longer thinks Trump keeps his promises,2017-04-17,16:13:02,214,13
618,Jeff Sessions says hes surprised Americans arent embracing his anti-marijuana stance,2017-04-16,23:40:52,4599,589
619,Pro-Trump white supremacist sucker-punched a woman during the Berkeley clashes,2017-04-17,17:03:00,162,75
620,Reagan Manipulated Television. Trump Is Controlled by It.,2017-04-17,05:34:43,1220,14
621,Racism motivated Trump voters more than authoritarianism or income inequality,2017-04-17,16:25:39,168,12
622,FBI documents detail how the Russians try to recruit spies,2017-04-17,05:41:14,1086,30
623,"Alex Jones Is Just Playing a Character, According to His Lawyer",2017-04-17,16:48:48,137,33
624,The war on drugs is racist. Donald Trump is embracing it with open arms | Steven W Thrasher,2017-04-17,17:07:11,120,15
625,Leaks Between Trump Team And Russia Continue To Come Out,2017-04-16,23:31:02,3331,294
626,Trump asks why people are still talking about his taxes a day after protesters asked for his returns,2017-04-16,21:05:43,5661,393
627,"Two Republican lawmakers face anger, from their own voters, on health care",2017-04-17,05:48:37,953,15
628,John Oliver Wants America To Stop Praising Trumps Unpredictability,2017-04-17,16:48:55,112,16
629,ICE immigration arrests of noncriminals double under Trump,2017-04-17,06:26:00,746,81
630,Sen. Elizabeth Warren: The fighter,2017-04-17,04:12:10,1063,192
631,Trumps likely drug-control director is an anti-marijuana hard-liner,2017-04-17,07:38:39,552,40
632,Donald Trumps big problem is he doesnt know what hes talking about,2017-04-17,16:33:19,104,11
633,Former MI6 chief Richard Dearlove says Donald Trump borrowed money from Russia during 2008 financial crisis,2017-04-17,10:53:10,296,14
634,Its not just the golf: Trumps Mar-a-Lago ethics mess gets worse,2017-04-17,17:28:21,83,9
635,"Trumps Slams Fake Media, Praises Fox, Mocks Democrats in Easter Monday Tweetstorm",2017-04-17,17:18:45,88,37
636,California Democrats focus on normally safe GOP House seats,2017-04-17,15:05:15,135,2
637,Its White Americas Job To Fight White Supremacism,2017-04-17,09:59:30,315,76
638,Betsy DeVos moves to neutralize Office for Civil Rights by appointing Candice Jackson to lead it.,2017-04-17,16:46:35,82,15
639,MIT expert claims latest chemical weapons attack in Syria was staged,2017-04-17,16:06:47,93,31
640,Trump says someone should look into who paid for tax return rallies,2017-04-17,03:38:18,921,132
641,New Mexico Outlaws Lunch Shaming of Students Who Cant Afford Meals,2017-04-17,16:15:39,82,8
642,Maxine Waters On Trump: I Will Fight Every Day Until He Is Impeached,2017-04-16,19:57:27,3790,314
643,That GOP Middle Class Tax Cut Might Be A Big Fat Trojan Horse For The Rich,2017-04-17,09:53:04,280,36
644,Trump goes after tax returns protests: The election is over!,2017-04-16,17:49:00,5996,530
645,Leaks Between Trump Team And Russia Continue To Come Out,2017-04-16,17:09:06,6952,528
646,Congressman promotes a Charles Darwin Day to fight science skepticism,2017-04-16,19:19:46,3613,177
647,"Trump Calls for Investigation Into Tax Day Protesters, Tweets Election Is Over!",2017-04-16,18:39:33,4167,359
648,Special US Election: Meet the man who could deliver the first real blow against Donald Trumps presidency,2017-04-17,16:31:26,72,22
649,"In the face of cuts for the needy, Trumps $3M trips are appalling",2017-04-16,14:16:24,26318,2025
650,Trump Supporter Accused of Assaulting Woman at Campaign Rally Blames President,2017-04-17,04:21:58,613,23
651,Steve Bannon Was Doomed,2017-04-17,06:46:40,396,36
652,"Paul Ryan spent his recess fundraising, and avoided holding a single town hall",2017-04-16,20:15:40,2651,74
653,"Donald Trump is very upset Amanda Knox voted for Hillary Clinton, says his advisor",2017-04-16,20:03:31,2770,219
654,Trump Cant Believe People Still Want Him To Release His Tax Returns,2017-04-17,05:34:36,455,25
655,Dan Rather: Trumps missile barrage in Syria a convenient distraction from Russia,2017-04-17,01:02:54,1035,17
656,"Despite rhetoric, Trump plan focuses more on staff cuts than good government",2017-04-17,16:06:28,66,2
657,Tens of thousands march to demand Trumps tax returns,2017-04-17,03:31:37,628,18
658,George W Bush cannot hide his crimes behind paintings,2017-04-17,01:54:27,801,145
659,Trump: Why would I call China a currency manipulator when they are working with us on North Korea,2017-04-16,16:35:04,5131,563
660,How The Government Is Turning Protestors Into Felons,2017-04-16,19:30:48,2517,256
661,Hillary Clintons Campaign Turns Over Email List To DNC,2017-04-17,16:56:00,46,48
662,Why is it your right to take away my right to choose?: Teenager slams top Republican senator during testy town hall,2017-04-16,14:29:04,8218,2270
663,"Democrats weapons in Georgias election: $8 million, Samuel L. Jackson, and Trump",2017-04-17,16:01:24,55,2
664,Democrats link party rivals to DeVos as 2018 fights emerge,2017-04-17,01:37:11,735,18
665,"Sarah Silverman To Trump: Show Us Your F***king Taxes, You Emotional Child",2017-04-16,21:21:16,1605,177
666,White House Tries To Rebrand Trumps Deportation Force,2017-04-17,14:33:19,64,7
667,"Trump Is a Global Instability Factor, Fillons Top Aide Says",2017-04-17,15:44:48,55,2
668,Trump plugs Reasons to Vote for Democrats book filled with blank pages,2017-04-17,16:58:05,41,47
669,"After Their Break, Congress Will Have 4 Days to Avoid a Government Shutdown",2017-04-17,10:02:28,139,12
670,US and South Korea agree early deployment of THAAD missile defence system | The Independent,2017-04-17,12:42:38,89,9
671,US airstrikes under Trump killing more civilians in Syria and Iraq than anytime before,2017-04-16,15:40:38,4506,411
672,"Trump Adding Former Lobbyists To Swamp, Giving Them Ethics Waivers",2017-04-17,17:21:42,35,7
673,Why Trumps Poor Start Matters,2017-04-17,16:51:49,37,6
674,Badass Little Girl Confronts Climate-Denying Congressman With Brilliant Question,2017-04-17,16:19:05,36,5
675,"Kim Jong-un may be more of a wildcard than Trump, but hes not as ignorant",2017-04-17,03:36:22,392,39
676,Children take to Capitol Hill to protest deportation of parents,2017-04-17,06:44:26,214,16
677,The Latest: Pence says era of strategic patience is over,2017-04-17,07:22:57,197,123
678,Georgia just made it a lot harder to make money on people ensnared in the criminal justice system,2017-04-17,06:47:49,206,17
679,Ex-Trump Campaign Adviser Carter Pages Accounts Of Russia Ties Keep Shifting,2017-04-16,18:44:20,1847,51
680,"Maxine Waters, Donald Trump and impeachment: One Democrat is ready  her party and the American people may follow",2017-04-17,16:54:38,28,8
681,The White House may have violated its own ethics rules with Trumps executive branch hires,2017-04-16,20:08:06,1360,22
682,Trump wants to ride the horsies when he visits London,2017-04-17,08:03:56,151,24
683,Courts Are Using AI to Sentence Criminals. That Must Stop Now,2017-04-17,17:24:44,25,2
684,Sean Spicer: pure Trump,2017-04-17,15:53:58,36,5
685,Trump: Tax Day protesters were paid,2017-04-16,18:00:06,1945,211
686,Trumps millennial problem: The snowflakes are becoming a blizzard,2017-04-16,18:31:31,1755,290
687,"On weed, homeland security chief and attorney general could hardly be further apart",2017-04-17,16:52:13,29,2
688,Tax Filings Seen Dipping Amid Trump Crackdown On Illegal Immigration,2017-04-17,14:56:40,37,11
689,Border Wall Could Leave Some Americans on Mexican Side,2017-04-17,14:31:09,44,2
690,Mike Conaway Emerges From Relative Obscurity to Lead House Russia Inquiry,2017-04-17,00:41:02,524,34
691,Donald Trump raises $13.2m for 2020 re-election bid,2017-04-17,15:22:30,34,23
692,Dan Rather: Dropping bombs isnt presidential,2017-04-16,20:26:54,1108,34
693,Gorsuch era on U.S. high court begins with his first three cases,2017-04-17,14:33:37,37,15
694,"In Putins Moscow, a Pliant Press That Trump So Craves",2017-04-17,05:25:21,211,2
695,Can the consumer watchdog Trump loathes win an Ohio election?,2017-04-17,15:13:58,30,1
696,"President Trump, how is letting internet providers sell consumers browsing data in the public interest?",2017-04-17,17:46:25,21,7
697,"As world is warned of war at any moment, Trump monitors escalating North Korea situation at Mar-a-Lago without his chief of staff or some key advisors",2017-04-16,17:08:25,1785,105
698,Border Wall Could Leave Some Americans on Mexican Side,2017-04-17,02:14:16,329,27
699,Alexander Dugin and Steve Bannons Ideological Ties to Vladimir Putins Russia,2017-04-17,17:26:37,21,1
700,"The What happened in your state last week? Megathread, Week 16",2017-04-17,22:16:12,154,131
701,Trump Is Making the GOP Heinously Unpopular Again,2017-04-18,01:09:07,9628,1094
702,Spicer: Trump wont release taxes because of audit,2017-04-17,22:59:41,4480,537
703,Trump has spent one out of every five minutes of his presidency in Palm Beach,2017-04-17,20:01:06,10287,546
704,Sean Spicer: Lobbyists Deserve Privacy When Visiting the White House,2017-04-17,23:49:24,3413,220
705,Cotton booed for defending Trump on tax returns,2017-04-18,01:47:16,1996,123
706,Trump called Alex Jones amazing. Joness own lawyer calls him a performance artist.,2017-04-17,19:21:17,7605,527
707,CNN treats politics like sports  and its making us all dumber,2017-04-17,17:38:12,17754,1654
708,The Russia story just keeps getting worse for President Trump,2017-04-17,23:11:49,2671,299
709,Sandy Hook Dad on Performance Artist Alex Joness Trial: I Wish I Could Be There to Stare Him Down,2017-04-18,02:21:17,1405,83
710,"Susan Rice Did Nothing Wrong, Say Both Dems and Republicans",2017-04-17,20:14:57,4892,408
711,Trump called Turkeys Erdogan to congratulate him on referendum win: Turkish sources,2017-04-18,00:16:19,1832,180
712,Paul Manafort is reportedly helping a Chinese billionaire navigate how to profit off of Trumps infrastructure plan,2017-04-17,23:10:01,2204,82
713,The leader of Calexit just announced hes abandoning the movement and settling permanently in Russia,2017-04-18,02:56:56,999,179
714,"Trump Has Already Spent $500,000 In Re-election Funds On His Own Businesses",2017-04-17,18:52:08,4953,257
715,Paul Ryan Has a Lower Approval Rating Than Donald Trump,2017-04-17,20:17:32,3071,194
716,Sixth graders to Ben Carson: You arent doing anything to save public housing,2017-04-17,23:29:18,1600,99
717,Majority in US No Longer Thinks Trump Keeps His Promises,2017-04-17,14:31:47,27887,2611
718,Alex Jones performance artist claim leaves Trump in awkward spot,2017-04-17,22:18:28,1856,106
719,"Gerrymandering Is Illegal, but Only Mathematicians Can Prove It",2017-04-17,23:50:33,1265,106
720,Jeff Sessions Is Quietly Preparing To Double Down On Mass Incarceration,2017-04-18,01:11:51,968,80
721,White House Snapchat story misspells Secretary of Educatuon,2017-04-18,00:27:08,1121,77
722,No recent president has been as unpopular as Trump this early,2017-04-17,21:25:11,1862,136
723,Racism motivated Trump voters more than authoritarianism or income inequality,2017-04-17,14:17:04,20115,5935
724,Its not just the golf: Trumps Mar-a-Lago ethics mess gets worse,2017-04-17,17:28:21,3760,245
725,Trump hasnt even named candidates for hundreds of key positions,2017-04-18,01:34:00,744,56
726,Trump claims immunity as President in lawsuit,2017-04-18,02:04:22,651,60
727,Why cant Team Trump remember meetings with Russians?,2017-04-17,14:43:22,5909,577
728,White House says Trump wont release 2016 taxes because theyre already being audited,2017-04-17,23:35:13,938,84
729,Is There an Actual Tape of Trumps Russia Collusion?,2017-04-18,03:47:34,437,176
730,"Two plaintiffs join suit against Trump, alleging breach of emoluments clause",2017-04-18,04:27:22,380,16
731,All-Male Panel Fails to End Maryland Law that Forces Women to Share Custody with Their Rapists,2017-04-18,02:20:52,530,68
732,Trump Voters in a Swing District Wonder When the Winning Will Start,2017-04-17,15:00:11,4547,651
733,Like a slow death: families fear pesticide poisoning after Trump reverses ban,2017-04-17,16:00:31,3371,112
734,Trump is already using his 2020 reelection bid to line his own pockets,2017-04-17,17:53:05,2291,75
735,Voting machines stolen pre-Georgia special election: report,2017-04-18,05:29:06,270,62
736,John Oliver Wants America To Stop Praising Trumps Unpredictability,2017-04-17,16:48:55,2802,246
737,The 26 times Donald Trump tweeted about Barack Obama playing golf too much,2017-04-17,20:24:39,1352,60
738,Trump Has Spent $25m In Taxpayer Dollars Golfing At Mar-A-Lago. Here Are 18 Trump Tweets Criticizing Obama For Golfing,2017-04-17,21:04:30,1171,31
739,Oregon Man Dies Peacefully After Being Told President Trump Had Been Impeached,2017-04-18,05:02:44,263,60
740,Democrats welcome Bernie takeover,2017-04-17,14:08:29,4696,2295
741,The number of Americans who think Trump keeps his promises is plummeting,2017-04-17,16:39:18,2583,145
742,Trump casually smears 30 percent of Americans while live-tweeting Fox & Friends,2017-04-17,18:08:32,1914,280
743,Pence admits Syria and Afghanistan were used as props to warn North Korea,2017-04-17,19:39:49,1396,120
744,He has not spoken to me: Elizabeth Warren says Mitch McConnell is still angry about reading the Coretta Scott King letter,2017-04-17,19:46:42,1318,90
745,Judge orders Kris Kobach to produce documents he shared with Donald Trump,2017-04-18,01:46:09,381,1
746,Trump getting hot and bothered by protesters,2017-04-18,03:57:00,253,18
747,Sen. Feinstein booed at town hall for not supporting single-payer,2017-04-18,04:59:18,204,32
748,This brutal new poll shows that fewer and fewer people believe Trumps lies,2017-04-17,19:02:32,1253,74
749,Bernie Sanders coming to Montana to campaign for Rob Quist,2017-04-17,21:41:46,706,110
750,"Giving lobbyists expansive power, Trump tries filling the swamp",2017-04-17,16:09:35,1974,52
751,Trump Voters Economic Anxiety Has Magically Disappeared,2017-04-17,23:54:59,465,47
752,Alex Jones Defense in Upcoming Custody Battle Is That Hes a Fake,2017-04-17,22:16:37,620,29
753,"Donald Trump agrees to sign childs hat at Easter Egg Roll, before tossing it into crowd to screams of no!",2017-04-18,00:01:50,433,75
754,"Trumps Slams Fake Media, Praises Fox, Mocks Democrats in Easter Monday Tweetstorm",2017-04-17,17:18:45,1498,164
755,Trumps no populist. Hes a swamp monster.,2017-04-18,00:54:53,368,18
756,White nationalist claims Trump directed rally violence,2017-04-18,02:46:42,258,16
757,Mike Huckabee: Id rather have Obama as President than have Comcast service,2017-04-17,23:57:25,417,32
758,Paul Ryan Could Lose Another Trumpcare Vote Tuesday In Georgia,2017-04-17,18:22:29,1140,40
759,Sen. Cotton defended Trumps decision to not release his tax returns. It wasnt received well.,2017-04-18,01:06:21,313,21
760,Congress is poking holes in a key White House talking point about surveillance and the Trump-Russia probe,2017-04-18,02:27:58,241,35
761,100 Days of Horror,2017-04-17,15:04:36,1872,314
762,Most Americans dont trust President Trump: poll,2017-04-17,18:57:45,884,29
763,Georgia Dem fires back at misinformed Trump,2017-04-17,19:49:00,753,40
764,Trump claims immunity as President in lawsuit,2017-04-18,03:19:35,186,21
765,Trump White House Says It Wont Be Transparent At All Because Obama Wasnt Transparent Enough,2017-04-18,04:35:33,145,22
766,Donald Trumps big problem is he doesnt know what hes talking about,2017-04-17,16:33:19,1314,46
767,Why some national-security experts say Kremlin-gate will lead to Donald Trumps impeachment,2017-04-17,21:14:33,544,58
768,Sexual assault survivors are planning to protest Bill OReilly at Fox News HQ,2017-04-17,22:00:00,483,33
769,Poll: Republican approval sinks because of President Trump,2017-04-18,03:55:18,161,8
770,Poll: Majority no longer thinks Trump keeps his promises,2017-04-17,16:13:02,1261,20
771,White House defends keeping visitor logs secret,2017-04-17,22:52:02,373,19
772,Wife nudges husband to remind him to put his hand on his heart during National Anthem,2017-04-17,20:19:20,578,81
773,"President Trump, how is letting internet providers sell consumers browsing data in the public interest?",2017-04-17,17:46:25,934,32
774,The GOPs problem on health reform is theyve spent years hiding their real position,2017-04-17,21:36:18,444,18
775,White Nationalist Files Suit Claiming Trump Incited Him To Remove Protesters,2017-04-18,04:51:35,113,10
776,ISPs Gave 8X More Cash to Politicians That Axed FCC Privacy Rule,2017-04-17,18:18:24,784,54
777,The Georgia special election shows why Trump may sink the GOP,2017-04-17,23:39:40,293,90
778,The 2020 Trump campaign is spending big at trumps businesses,2017-04-17,14:13:51,1622,74
779,Congressman Who Lost Seat Over Anti-Gay Remarks Tapped By Trump For Big Agency Job,2017-04-18,03:41:53,135,17
780,Records show ex-Trump campaign chief Paul Manaforts firm received payout from Ukraine ledger under investgation,2017-04-17,13:14:02,1928,48
781,Why Trump cannot brush off demands for his tax returns,2017-04-18,01:36:34,200,11
782,"King: Conservatives dont hate a golfing President, but they hated an uppity negro golfing President",2017-04-18,02:01:12,176,19
783,Surprise! Trump Continues to Raise Enormous Campaign Funds and Spend Them At His Companies.,2017-04-17,21:49:33,372,11
784,Racism motivated Trump voters more than authoritarianism or income inequality,2017-04-17,16:25:39,1011,98
785,Hes playing a character: Alex Jones lawyer says Infowars host is a performance artist and not really a nutjob,2017-04-17,19:03:51,598,94
786,Reported Killings of Gay People in Chechnya Cannot Be Ignored,2017-04-18,04:55:37,98,11
787,Trump reportedly called the Turkish president to applaud a power grab,2017-04-18,02:41:52,146,11
788,The GOP effort to crush Elizabeth Warren ahead of 2020 has begun: Conservative PAC looks to derail potential presidential bid,2017-04-18,01:47:15,169,166
789,Scarborough: Leaving Paris climate deal stupid and counterintuitive,2017-04-17,18:15:36,687,17
790,"Nobodys Got to Use the Internet, Says Rep. on Privacy Vote",2017-04-17,20:45:29,432,47
791,Betsy DeVos moves to neutralize Office for Civil Rights by appointing Candice Jackson to lead it.,2017-04-17,16:46:35,863,55
792,Federal judge orders Kobach to share documents from his meeting with Trump,2017-04-18,01:10:39,183,5
793,Why some national-security experts say Kremlin-gate will lead to Donald Trumps impeachment.,2017-04-18,05:20:17,83,13
794,How School Choice Turns Education Into a Commodity,2017-04-17,21:39:45,338,17
795,Spicer: Obamas release of White House visitor logs was faux transparency,2017-04-17,23:54:47,219,21
796,White nationalist argues Trump should be liable for inciting violence at campaign rally,2017-04-18,03:24:45,118,21
797,Equipment stolen days before special election; Sec. of State: Unacceptable,2017-04-18,04:12:03,98,23
798,"Virginia GOP Candidate: No Incest Exception For Abortion, Because Sometimes Incest Is Voluntary",2017-04-18,05:24:38,82,31
799,Trump claims Ossoff wants illegal immigration. Mostly False.,2017-04-18,00:57:29,181,27
800,"The What happened in your state last week? Megathread, Week 16",2017-04-17,22:16:12,257,230
801,GA-06 Special Election Discussion Thread,2017-04-18,22:41:20,382,590
802,Trumps old tweets are quickly becoming a minefield of hypocrisy,2017-04-18,16:06:48,30495,1954
803,China approved three Ivanka trademarks on same day she met with Chinese president: report,2017-04-18,15:44:29,9325,493
804,Blackwater Founder Erik Prince Said to Have Advised Trump Team,2017-04-18,17:06:12,5372,395
805,"Dem on Trump transparency: If you want privacy, dont go into politics",2017-04-18,18:11:30,3448,140
806,"Majority Say Wealthy Americans, Corporations Taxed Too Little",2017-04-18,18:41:56,2735,415
807,Poll: 61 percent of Texans oppose border wall to stop illegal immigration,2017-04-18,20:28:54,1926,288
808,Donald Trumps Chinese Trademarks Now Part of Emoluments Lawsuit,2017-04-18,21:02:14,1672,94
809,All in the family: Ivanka Trump won 3 trademarks in China after dining with Chinese President Xi Jinping,2017-04-18,17:06:45,3077,116
810,"Man caught on video stealing Jon Ossoff campaign signs, local police do nothing.",2017-04-18,22:13:16,1120,201
811,Guess Who Came to Dinner With Flynn and Putin,2017-04-18,17:51:49,2431,872
812,Emoluments lawsuit could force Trump to cough up his tax returns,2017-04-18,21:42:21,1174,74
813,Congress Is A Retirement Home For Old White Men & That Has To Change,2017-04-18,19:08:59,1829,204
814,"Trump weirdly says Korea was part of China, which is totally wrong and could enrage South Korea",2017-04-18,22:33:06,794,182
815,"Trumps supporters have been duped: Working-class Americans, betrayed",2017-04-18,14:47:21,2999,447
816,Alabama may lose 1 electoral college vote due to slow growth,2017-04-18,18:51:55,1352,393
817,"GOP congressman says not my role to denounce hate speech, tells gay couples dont call it marriage.",2017-04-18,18:04:19,1524,125
818,The future of the school-to-prison pipeline under Betsy DeVos is bleak,2017-04-18,16:11:18,2153,116
819,Science strikes back: anti-Trump march draws thousands to Washington,2017-04-18,14:55:13,2739,202
820,Ted Cruz wants to blame Democrats for a government shutdown in 2017,2017-04-18,15:59:09,2204,282
821,Trump confuses North Korean leaders on Fox and Friends,2017-04-18,18:44:55,1317,182
822,Dems Demand Kushners Clearances Be Revoked,2017-04-18,18:11:40,1419,41
823,Donald Trump criticised for congratulating Recep Tayyip Erdogan on winning Turkish referendum,2017-04-18,20:19:45,814,46
824,"Aircraft Carrier Wasnt Sailing to Deter North Korea, as U.S. Suggested",2017-04-18,22:02:28,573,174
825,Former CIA director: The Russians feign sincerity better than anyone  I lost faith in their willingness to do the right thing,2017-04-18,17:34:38,1188,95
826,Trumps taxes must be released before tax reform: Painter and Eisen,2017-04-18,15:25:14,1702,91
827,Heres proof that Trump is ignorant and deluded about crime,2017-04-18,17:59:02,1018,90
828,Gerrymandering means Democrats are playing a rigged game  in Georgia and everywhere else,2017-04-18,19:48:56,722,93
829,Report: Paul Manafort Now Advising Chinese Billionaire On Trump Infrastructure Contracts,2017-04-18,21:06:18,573,26
830,Theres something not right here: British spies warned the US about extensive contact between Trump team and Russia,2017-04-18,06:56:05,12647,1565
831,Trump skewered Hillary Clinton over Benghazi. But he still hasnt appointed an official to oversee diplomatic security.,2017-04-18,19:11:59,729,26
832,Were taxing the poor to pay for the longer lives of the rich,2017-04-18,14:12:56,1736,116
833,Why is Trump celebrating Turkeys democratic crisis?,2017-04-18,19:11:40,682,69
834,Five times Rudy Giuliani was caught up with a controversial foreign client,2017-04-18,18:13:16,800,26
835,Report: Fox News Leaning Towards Dumping Bill OReilly,2017-04-18,23:26:36,292,59
836,"Elizabeth Warren wants to make your taxes simpler, but tax preparers wont let her",2017-04-18,19:20:23,623,47
837,GOP senator: Trump should spend less time at Mar-a-Lago,2017-04-18,23:16:19,304,22
838,"Mexicos Revenge By antagonizing the U.S.s neighbor to the south, Donald Trump has made the classic bullys error: He has underestimated his victim.",2017-04-18,14:30:10,1438,267
839,Maryland Victims No Longer Need To Prove They Physically Fought Their Rapist,2017-04-18,20:46:54,400,114
840,"Border Wall Could Cost 3 Times Estimates, Senate Democrats Report Says",2017-04-18,23:23:44,247,39
841,Democrat Jon Ossoff has real shot at rebuking Trump in Georgia election upset for congressional seat,2017-04-18,21:17:32,350,33
842,Donald Trump Really Doesnt Want Jon Ossoff In Congress,2017-04-18,18:30:44,578,128
843,"For the first time on record, human-caused climate change has rerouted an entire river",2017-04-18,20:11:27,428,29
844,Donald Trump is heading for a do-nothing presidency,2017-04-18,18:40:27,548,76
845,White House Considers Dumping Petition Site,2017-04-18,20:07:28,387,46
846,"As Trump Drifts Away From Populism, His Supporters Grow Watchful",2017-04-18,15:00:12,993,48
847,Find out if you live in the 6th district and should vote today,2017-04-18,21:16:57,311,22
848,Trump plans to reward tax cheats,2017-04-18,22:00:23,265,9
849,Trump claims immunity as President in lawsuit,2017-04-18,14:43:30,969,91
850,"Poll: Majority says wealth, corporations dont pay enough taxes.",2017-04-18,18:48:13,455,19
851,Smoke pot in Oregon? Your name now protected from feds,2017-04-18,17:12:24,610,22
852,President Trump still hasnt made one consequential deal. Not one.,2017-04-19,00:03:51,161,32
853,Cotton booed for defending Trump on tax returns,2017-04-18,17:20:24,533,9
854,Lawsuit against Trump over foreign payments expands,2017-04-18,19:33:05,347,8
855,"Trump companies dont always follow his buy American, hire American pledge",2017-04-18,20:40:27,267,13
856,Nonprofit Working To Block Drug Imports Has Ties To Pharma Lobby,2017-04-18,16:42:56,543,9
857,[Opinion] Gov. Brown gets what President Trump doesnt: Denialism wont stop climate change,2017-04-18,20:41:48,254,5
858,Trumps acting like a lame duck president,2017-04-18,20:52:04,248,25
859,Holocaust survivors son pleads with Sen. Feinstein: We cannot work with these fascists in the White House,2017-04-18,22:39:09,159,10
860,"At Kushners Manhattan Tower, Debt Payments and Losses Increase",2017-04-18,20:47:45,235,11
861,Trumps approval falls as gender gap widens,2017-04-18,19:24:34,274,24
862,Steve Ballmer launches USAFacts to track government spending,2017-04-18,18:07:52,351,13
863,Trump Is Making the GOP Heinously Unpopular Again,2017-04-18,01:09:07,25280,3243
864,Voting machines stolen pre-Georgia special election: report,2017-04-18,05:29:06,3598,576
865,"Bernie Said Universal Healthcare Plan Angers Big Pharma  Crowd Replied, F*ck Em!",2017-04-18,21:36:20,173,71
866,"Poll: Majority of Americans disapprove of President Trump, a near historic low",2017-04-18,19:28:58,252,36
867,Trump to Erdogan: Congrats on dismantling democracy!,2017-04-18,23:11:06,130,2
868,How Trumps Inaction on Climate Change Could Lead to Impeachment,2017-04-18,16:42:01,403,42
869,Nuclear war has become thinkable again  we need a reminder of what it means,2017-04-18,22:45:03,132,21
870,Trump still hasnt released tax returns as of Tax Day,2017-04-18,23:16:28,114,10
871,US intercepts 2 Russian bombers off Alaskas coast,2017-04-18,22:16:01,140,23
872,Sanders vows to radically transform the Democratic Party,2017-04-18,06:36:00,2497,1118
873,Report: Murdochs leaning toward pulling OReilly off air,2017-04-18,23:50:58,104,4
874,Liberals were right: Racism played a larger role in Trumps win than income and authoritarianism,2017-04-18,10:04:41,1267,189
875,Elizabeth Warren: Americans Should Keep Demanding To See Trumps Taxes,2017-04-18,22:41:14,125,6
876,Ivanka Trumps company won valuable China trademarks the day she dined with Chinese President Xi Jinping,2017-04-18,18:42:39,263,8
877,Georgia Special Election A Chance For Democrats To Make A Statement,2017-04-18,20:31:51,188,30
878,Emoluments Challenge To Donald Trumps Ethics Conflicts Gets A Big Boost,2017-04-18,22:49:57,110,1
879,Melania Trump hosted a private Easter Egg Roll exclusively for the rich and powerful,2017-04-18,06:21:32,2311,212
880,Calexit campaign dropped as leader bolts for Russia,2017-04-18,15:05:58,454,65
881,"Marijuana possession is grounds for deportation, DHS chief says",2017-04-18,21:39:43,136,57
882,Theres no sign Donald Trump can win a campaign for anyone not named Donald Trump,2017-04-18,18:14:53,259,9
883,Blackwater founder Erik Prince has been giving Donald Trump counter-terrorism advice,2017-04-18,21:56:30,132,12
